CustomerID,Recency,Frequency,MonetaryValue
12747,-2.0022021299531763,0.8651569973514194,1.4649404992983903
12748,-2.8145178164121836,3.81527234930682,2.994692334285356
12749,-1.7894895446525623,1.1891173077423105,1.3475982272213984
12820,-1.7894895446525623,0.5464684154730619,0.5005946038050175
12822,0.3373145144201134,0.02092504986013483,0.03794261850719498
12823,1.3954368496260272,-1.794730917360915,0.601698523353733
12824,0.21284711293269631,-0.31412724776572865,-0.20437073170927592
12826,-2.0022021299531763,0.4963718265777311,0.5136892399921531
12827,-0.22919452329198722,-1.2219552313762534,-0.8684144889904853
12828,-1.2769754087727516,0.25864843821893296,0.259504231802712
12829,1.4888608273395232,-1.2219552313762534,-0.28428962633113225
12830,0.528899902354784,0.10798872597991398,1.9223687515131793
12832,-0.22919452329198722,-0.46478696000474784,-0.5525433702354584
12833,0.8703689045096493,-0.46478696000474784,-0.3577997925706228
12834,1.359734664949176,0.02092504986013483,0.11177039091379988
12836,0.21284711293269631,1.1192441014577235,1.0967775258068369
12837,1.0000959377649847,-1.2219552313762534,-1.967380432992979
12838,-0.20712119450811928,0.5464684154730619,-0.6149023743963299
12839,-2.0022021299531763,1.501528719455321,1.464079555092462
12840,0.8601701000250735,0.638378678164852,0.9121293997961616
12841,-1.624496845285932,1.7159733672638744,1.153774157411943
12842,0.3373145144201134,-0.07640385940693054,0.36555307066870474
12843,0.9380738341131212,0.7595230871057527,0.7779969082649559
12844,-0.29966702294711406,-0.18674627607695485,-0.9887343387628745
12845,1.3222207416199399,-0.649179545391592,0.3537746244630273
12847,-0.49612836940483745,0.38602940990770657,-0.09231967214252441
12849,-0.25194713701313015,0.4430410236057771,0.4969709841966043
12851,0.5680308107834174,0.32479098064223666,-1.1810958343130982
12852,1.3904408738471268,-1.2219552313762534,-1.107843175319795
12853,0.8124502140910896,0.25864843821893296,0.39859974601161235
12854,0.41625892651559077,0.72108170753357,0.6334642041345135
12856,-1.2769754087727516,1.641923198547054,0.8107827348509804
12857,1.1426546623303868,0.18674740112109106,0.5443738602856719
12863,0.12112238574656695,-1.794730917360915,-1.0568500461778896
12864,0.8340401158539971,-1.794730917360915,-1.5856611489231043
12867,-0.377570757035162,2.051025664889737,1.28491852556065
12868,1.0494076469235103,0.4963718265777311,0.1853878851204138
12871,0.4703856407383216,-0.46478696000474784,-0.5156441860205949
12872,1.4665880107351499,-0.31412724776572865,-0.48748296203385066
12873,1.359734664949176,-1.794730917360915,-0.23644724446243487
12877,-1.7894895446525623,1.0945753847316158,0.39281895983857623
12878,1.2285746129745982,-0.07640385940693054,0.17232554504825529
12879,0.528899902354784,-1.2219552313762534,-0.5149973753370883
12883,-0.43447587415968053,0.10798872597991398,0.22262898317844912
12884,0.5043871071475613,-1.794730917360915,-1.1256275040573744
12885,0.2605669988666802,0.6807644119645753,0.7288163439637352
12886,0.30539294137169143,0.25864843821893296,0.3231124729350386
12890,-0.43447587415968053,0.32479098064223666,-0.7234902984518256
12893,-0.27542217541530783,-0.18674627607695485,-1.464308600814916
12895,-0.03348042460096501,-0.31412724776572865,-0.1953167572274877
12901,-1.0415102097509943,0.9588050958923682,2.4922671602040607
12902,1.3111433568728181,-0.649179545391592,-0.9128377814034905
12904,-0.6373949175795716,0.4430410236057771,-0.5855049573046996
12906,-0.977173858193555,0.4963718265777311,0.968438506227193
12909,0.4960321978884379,0.638378678164852,1.1455806456801796
12910,0.2720308192324798,0.25864843821893296,0.9471628135089679
12912,-1.189886443494169,-0.8869029337503901,0.11818780809205122
12913,-1.624496845285932,0.25864843821893296,1.1376811047524025
12915,0.8854080996232125,-1.2219552313762534,-1.0331082584222453
12916,0.8340401158539971,0.8314241242035946,1.2323295002841896
12919,-1.189886443494169,-0.31412724776572865,-0.02975514784257185
